Plant name (English),Parent,Country,Region - analysis,Coordinates,Status,Start of operation,Estimated BF-BOF capacity (kt steel/y),Estimated EAF capacity (kt steel/y),Estimated DRI capacity (kt sponge iron/y),Abundant RES?,CCS available?,Cheap natural gas?,Industrial cluster?,Plant Technology in 2020,Source,Excel Tab
Khouzestan Steel plant,"National Iranian Steel Company (NISCO; Government of Iran) 40%, other 60%",Iran,RoW,"30.429452, 49.093818",operating,1989,0,3600,4000,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Mobarakeh Steel Complex,National Iranian Steel Company (NISCO; Government of Iran),Iran,RoW,"32.238827, 51.424746",operating,1991,0,10000,5000,1,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Natanz Steel Company plant,Natanz Steel Company,Iran,RoW,"33.428593, 51.982273",operating,1999,0,1000,1500,1,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Pasargad Steel Complex,Pasargad Steel Complex Co.,Iran,RoW,"29.191019, 52.845405",operating,2013,0,1500,1800,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Zarand Iranian Steel Company plant,Middle East Mines & Mineral Industries Development HAvg BF-BOF,Iran,RoW,"30.755200, 56.664215",operating,2008,1700,0,0,1,0,1,0,BAT BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Jahan Foolad Sirjan Steel plant,"Gol-E-Gohar Mining & Industrial Co., National Iranian Steel Company (NISCO; Government of Iran)",Iran,RoW,"29.480069, 55.662607",operating,2009,0,1200,1000,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Arvand Jahanara Steel plant,Arvand Jahanara Steel Company,Iran,RoW,"30.505458, 48.272024",operating,2019,0,1200,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
West Alborz Steel plant,West Alborz Steel Group,Iran,RoW,"36.119288, 49.306341",operating,2019,0,1500,1200,1,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Butia Steel plant,Middle East Mines & Mineral Industries Development HAvg BF-BOF,Iran,RoW,"30.602249, 56.911473",operating,2011,0,1500,2000,1,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Makran Steel Complex,Iranian Mines and Mining Industries Development and Renovation Organization (IMIDRO),Iran,RoW,"25.294368, 60.647587",operating,2020,0,3200,1600,1,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Qeshm Steel Development plant,Iranian Mines and Mining Industries Development and Renovation Organization (IMIDRO),Iran,RoW,"26.826494, 55.957708",proposed,2021 (anticipated),0,0,0,1,1,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Eghlid Steel plant,Eghlid Steel Company,Iran,RoW,"29.331753, 53.147775",proposed,,0,0,0,1,1,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Fasa Steel Complex,National Iranian Steel Company (NISCO; Government of Iran),Iran,RoW,"29.331753, 53.147775",construction,,0,0,0,1,1,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kurdistan Steel plant,Iranian Mines and Mining Industries Development and Renovation Organization (IMIDRO),Iran,RoW,"35.736219, 47.112056",construction,2022 (anticipated),0,0,0,1,0,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kish South Kaveh Steel plant,"Islamic Revolution Mostazafan Foundation (IRMF), Taghtiran Industrial Group",Iran,RoW,"27.188071, 56.246848",construction,2020 (anticipated),0,0,0,1,1,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Finarvedi Trieste Steel Plant,Finarvedi,Italy,EU-27+UK,"45.622115, 13.777996",operating,1897,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Finarvedi Cremona Steel Plant,Finarvedi,Italy,EU-27+UK,"45.145949, 9.950821",operating,1992,0,3400,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ILVA Taranto steel plant,"Italian Government, ArcelorMittal Italy (leasing)",Italy,EU-27+UK,"40.508993, 17.207589",operating,1965,10000,0,0,1,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Danieli ABS steel plant,Danieli Group,Italy,EU-27+UK,"46.008483, 13.255117",operating,1813,0,>0,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JSW Steel Piombino steel plant,JSW Group,Italy,EU-27+UK,"42.936520, 10.537794",operating,1865,0,2000,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Alfa Acciai steel plant,Alfa Acciai Group,Italy,EU-27+UK,"45.508698, 10.248464",operating,,0,2500,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
AFV Beltrame Vicenza steel plant,AFV Beltrame Group,Italy,EU-27+UK,"45.522097, 11.499295",operating,1896,0,1000,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tenaris Dalmine steel plant,Techint Group,Italy,EU-27+UK,"45.641516, 9.600242",operating,,0,1700,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Feralpi Siderurgica Group steel plant,Feralpi HAvg BF-BOF,Italy,EU-27+UK,"45.460582, 10.456748",operating,1968,0,1200,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Pittini Acciaierie di Verona steel plant,Pittini Group,Italy,EU-27+UK,"45.428820, 11.000861",operating,1902,0,1000,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Pittini Ferriere Nord steel plant,Pittini Group,Italy,EU-27+UK,"46.232199, 13.079104",operating,,0,1000,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Pittini Siderpotenza steel plant,Pittini Group,Italy,EU-27+UK,"40.639356, 15.827842",operating,1963,0,1000,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ThyssenKrupp Acciai Speciali Terni steel plant,ThyssenKrupp,Italy,EU-27+UK,"42.564752, 12.669360",operating,1884,0,1000,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Mass Global Investment Group Amman steel plant,Mass Group HAvg BF-BOF,Jordan,RoW,"31.996740, 35.837930",operating,2006,0,1250,0,1,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Aichi Steel plant,"Aichi Steel (Toyota Motor Corporation 23.95%, Nippon Steel Corporation 7.78%, Toyota Industries Corporation 6.91%, Japan Trustee Services Bank Ltd. 5.45%, The Master Trust Bank of Japan Ltd. 4.01%, Sumitomo Mitsui Banking Corporation 2.50%, MUFG Bank Ltd. 2.41%, Towa Real Estate Co. Ltd. 2.35%, The Daichi-Life Insurance Company 1.60%, Other 43.04%)",Japan,Japan,"35.044558, 136.900772",operating,1940,0,>0,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Daido Steel plant,"Daido Steel (Nippon Steel & Sumitomo Metal Corporation 7.27%, Japan Trustee Services Bank Ltd. 5.76%, Meiji Yasuda Life Insurance Company 4.86%, The Master Trust Bank of Japan Ltd. 4.32%, Mizuho Bank Ltd. 3.69%, NHK Spring Co. Ltd. 3.39%, MUFG Bank Ltd. 3.29%, Honda Motor Co. Ltd. 3.06%, Toyota Motor Corporation 2.03%, Denso Corporation 1.87%, Other 60.46%)",Japan,Japan,"35.016404, 136.864744",operating,1963,0,1350,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE Mizushima Works steel plant,JFE Group,Japan,Japan,"34.503883, 133.710136",operating,,0,1000,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE East Japan Works (Chiba) steel plant,JFE Group,Japan,Japan,"35.580917, 140.104196",operating,1951,4500,0,0,0,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE West Japan Works (Kurashiki) steel plant,JFE Group,Japan,Japan,"34.501198, 133.722123",operating,,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE West Japan Works (Fukuyama) steel plant,JFE Group,Japan,Japan,"34.465222, 133.431205",operating,,16000,0,0,0,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE East Japan Works (Keihin) steel plant,JFE Group,Japan,Japan,"35.480690, 139.729684",operating,1971,1750,1750,0,1,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE Sendai Works (Sendai) steel plant,JFE Group,Japan,Japan,"38.264611, 141.014508",operating,,0,>0,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE East Japan Works (Nishinomiya) steel plant,JFE Group,Japan,Japan,"34.722247, 135.341405",operating,,0,unknown,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE Chita Works (Handa) steel plant,JFE Group,Japan,Japan,"34.871453, 136.929274",operating,,0,unknown,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE Himeji Works steel plant,JFE Group,Japan,Japan,"34.784113, 134.658493",operating,,0,1000,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE Kashima Works steel plant,JFE Group,Japan,Japan,"35.882023, 140.731707",operating,,0,1000,0,1,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JFE Tobu Works steel plant,JFE Group,Japan,Japan,"35.813807, 139.883129",operating,,0,1000,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kobe Kakogawa Works steel plant,Kobe Steel Group,Japan,Japan,"34.720268, 134.826275",operating,,18000,0,0,0,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kobe Wire Rod & Bar steel plant,Kobe Steel Group,Japan,Japan,"34.703624, 135.247207",operating,,2400,0,0,0,0,0,1,BAT BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Setouchi Works (Kure Area) steel plant,Nippon Steel Corporation,Japan,Japan,"34.221172, 132.540104",operating,,3600,800,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Hirohata Works steel plant,Nippon Steel Corporation,Japan,Japan,"34.788164, 134.637238",operating,1942,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon East Japan Works (Kimitsu) steel plant,Nippon Steel Corporation,Japan,Japan,"35.360912, 139.881953",operating,1968,10000,0,0,1,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Muroran Works steel plant,Nippon Steel Corporation,Japan,Japan,"42.341873, 140.997803",operating,1909,0,0,0,1,0,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Nagoya Works steel plant,Nippon Steel Corporation,Japan,Japan,"35.027575, 136.870552",operating,1958,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Oita Works steel plant,Nippon Steel Corporation,Japan,Japan,"33.260829, 131.645527",operating,1971,0,0,0,0,0,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Yawata Works (Tobata) steel plant,Nippon Steel Corporation,Japan,Japan,"33.911803, 130.838014",operating,1901,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Kashima Works steel plant,Nippon Steel Corporation,Japan,Japan,"35.934370, 140.681019",operating,1968,0,0,0,1,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Yawata Works (Kokura) steel plant,Nippon Steel Corporation,Japan,Japan,"33.897710, 130.882435",operating,1918,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Wakayama Works steel plant,Nippon Steel Corporation,Japan,Japan,"34.233519, 135.135443",operating,1942,0,0,0,0,0,0,1,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Nippon Sanyo Special Steel,"Nippon Steel Corporation 51%, Other 49%",Japan,Japan,"34.788074, 134.672046",operating,1933,0,>0,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tokyo Steel Kyushu plant,"Tokyo Steel Manufacturing Co., Ltd.",Japan,Japan,"33.881431, 130.755978",operating,1969,0,1200,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tokyo Steel Okayama plant,"Tokyo Steel Manufacturing Co., Ltd.",Japan,Japan,"34.515062, 133.745525",operating,1962,0,1300,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tokyo Steel Tahara plant,"Tokyo Steel Manufacturing Co., Ltd.",Japan,Japan,"34.702012, 137.249114",operating,2009,0,2600,0,1,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tokyo Steel Utsunomiya plant,"Tokyo Steel Manufacturing Co., Ltd.",Japan,Japan,"36.540425, 139.993079",operating,1995,0,1300,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Topy Industries Toyohashi steel plant,"Topy Industries (Nippon Steel Corporation 20.46%, Topy Fund 4.52%, Meiji Yusuda Life Insurance Company 4.14%, The Master Trust Bank of Japan Ltd. 3.54%, Mizuho Bank Ltd. 3.34%, Japan Trustee Services Bank Ltd. 2.92%, Sompo Japan Nipponkoa Insurance Inc. 2.44%, Employees StockhAvg BF-BOF",Japan,Japan,"34.719644, 137.322259",operating,1958,0,1000,0,1,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
China Baowu Phnom Penh steel plant,China Baowu Steel Group Corp Ltd.,Cambodia,RoW,"11.567030, 104.863893",proposed,,0,0,0,1,0,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ch'ŏngjin Ironworks steel plant,Government of North Korea,"Korea, North",RoW,"41.777936, 129.792399",operating,1942,1000,1000,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hwanghae Iron and Steel Complex steel plant,Government of North Korea,"Korea, North",RoW,"38.742224, 125.616814",operating,1914,0,>0,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kangson Works steel plant,Government of North Korea,"Korea, North",RoW,"38.729864, 125.414672",operating,,500,500,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kim Chaek Iron and Steel Complex steel plant,Government of North Korea,"Korea, North",RoW,"41.753784, 129.752681",operating,1938,3000,3000,0,0,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tangshan I&S Steelmaking JV Kimchaek steel plant,"Hesteel Group Co., Ltd.","Korea, North",RoW,"40.671107, 129.182836",proposed,,0,0,0,0,0,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
No. 8 Ironworks steel plant,Government of North Korea,"Korea, North",RoW,"40.792912, 126.569713",operating,1984,0,unknown,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Taedonggang Ironworks steel plant,Government of North Korea,"Korea, North",RoW,"39.477536, 126.012718",operating,,0,unknown,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
KG Dongbu Steel Dangjin steel plant,"KG Group (KG Steel 40%, Korea Development Bank 13.28%, Other)","Korea, Republic of",RoW,"36.983721, 126.744755",operating,1999,0,4800,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Dongkuk Steel Incheon steel plant,Dongkuk Steel (JFE HAvg BF-BOF,"Korea, Republic of",RoW,"37.486465, 126.638607",operating,1972,0,2200,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Dongkuk Steel Pohang steel plant,Dongkuk Steel (JFE HAvg BF-BOF,"Korea, Republic of",RoW,"36.001470, 129.397609",operating,1991,0,1400,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hankook Steel Gunbuk steel plant,"Hankook Steel Co., Ltd.","Korea, Republic of",RoW,"35.285991, 128.341406",operating,1960,0,>0,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hankook Steel Beopsu steel plant,"Hankook Steel Co., Ltd.","Korea, Republic of",RoW,"35.315362, 128.329069",operating,1960,0,>0,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hyundai Steel Dangjin steel plant,"Hyundai Motor Group 24.14% (Kia Motors 17.27%, Hyundai Motors 6.87%), Chairman Jung Mong-Goo 11.81%, others 63.05%","Korea, Republic of",RoW,"36.986282, 126.697350",operating,2006,0,>0,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hyundai Steel Incheon steel plant,"Hyundai Motor Group 24.14% (Kia Motors 17.27%, Hyundai Motors 6.87%), Chairman Jung Mong-Goo 11.81%, others 63.05%","Korea, Republic of",RoW,"37.489678, 126.637942",operating,1953,0,4800,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hyundai Steel Pohang steel plant,"Hyundai Motor Group 24.14% (Kia Motors 17.27%, Hyundai Motors 6.87%), Chairman Jung Mong-Goo 11.81%, others 63.05%","Korea, Republic of",RoW,"36.004981, 129.384829",operating,,0,3200,0,1,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
KISCO steel plant,KISCO HAvg BF-BOF,"Korea, Republic of",RoW,"35.216552, 128.640158",operating,1965,0,3000,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
POSCO Gwangyang steel plant,"POSCO (National Pension Service 12.06%, Treasury Stock 8.11%, BlackRock Fund Advisors 6.23%, Others 73.6%)","Korea, Republic of",RoW,"34.920086, 127.748650",operating,1987,7500,7500,0,0,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
POSCO Pohang steel plant,"POSCO (National Pension Service 12.06%, Treasury Stock 8.11%, BlackRock Fund Advisors 6.23%, Others 73.6%)","Korea, Republic of",RoW,"36.009310, 129.394508",operating,1973,17400,0,0,1,0,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SeAH Besteel Gunsan steel plant,SeAH Group (SeAH HAvg BF-BOF,"Korea, Republic of",RoW,"35.968596, 126.609524",operating,1997,0,3150,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SeAH Changwon Integrated Special Steel plant,SeAH Group (SeAH HAvg BF-BOF,"Korea, Republic of",RoW,"35.204191, 128.604277",operating,,0,1200,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
YK Steel plant,Yamato Kogyo 100%,"Korea, Republic of",RoW,"35.083819, 128.989034",operating,1966,0,2110,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
United Steel Industrial Kuwait Steel plant,United Steel Industrial Company,Kuwait,RoW,"28.989306, 48.128118",operating,1996,0,1200,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ArcelorMittal Temirtau steel plant,ArcelorMittal,Kazakhstan,RoW,"50.045849, 73.040384",operating,1960,4000,0,0,1,0,0,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ArcelorMittal Differdange steel plant,ArcelorMittal,Luxembourg,RoW,"49.527966, 5.900398",operating,,0,2000,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ArcelorMittal Esch-Belval steel plant,ArcelorMittal,Luxembourg,RoW,"49.504175, 5.993759",operating,1911,0,1400,0,1,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Libyan Iron and Steel Company plant,Government of Libya,Libya,RoW,"32.335185, 15.215053",operating,1979,0,1750,1750,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Mahgreb Steel plant,Maghreb Steel,Morocco,RoW,"33.592793, -7.475613",operating,1975,0,1000,0,1,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
JSC MAvg BF-BOF,MAvg BF-BOF,Morocco,RoW,"47.783771, 29.028350",operating,1985,0,1000,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kunming Iron and Steel Myanmar plant,Kunming Iron and Steel HAvg BF-BOF,Myanmar,RoW,,proposed,,0,0,0,0,1,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Altos Hornos De Mexico S.A. (AHMSA) steel plant,Grupo Acerero del Norte S.A. de C.V. (GAN),Mexico,RoW,"26.876889, -101.416612",operating,1944,2750,2750,0,1,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
ArcelorMittal Lázaro Cárdenas steel plant,ArcelorMittal,Mexico,RoW,"17.930688, -102.201498",operating,1976,2400,4000,3200,0,0,1,0,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Deacero Celaya steel plant,DeAcero S.A. de C.V.,Mexico,RoW,"20.518556, -100.925556",operating,1998,0,2200,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Gerdau Corsa Ciudad Sahagún steel plant,Gerdau S.A.,Mexico,RoW,"19.753326, -98.596483",operating,2015,0,1000,0,0,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ternium Puebla steel plant,"Techint Group (Ternium/Tenaris) 23.05%, Nippon Group 18.48%, Usiminas Pension Fund 2.72%, Others 55.74%",Mexico,RoW,"19.169532, -98.318659",operating,1969,0,1000,930,1,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Ternium San Nicolás de los Garza steel plant,"Techint Group (Ternium/Tenaris) 23.05%, Nippon Group 18.48%, Usiminas Pension Fund 2.72%, Others 55.74%",Mexico,RoW,"25.720327, -100.301175",operating,1943,0,2525.664927,2710,0,0,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Deacero Ramos Arizpe steel plant,DeAcero S.A. de C.V.,Mexico,RoW,"25.511162, -100.961848",operating,2013,0,1500,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
TenarisTamsa Veracruz steel plant,"Techint Group (Ternium/Tenaris) 23.05%, Nippon Group 18.48%, Usiminas Pension Fund 2.72%, Others 55.74%",Mexico,RoW,"19.182499, -96.237284",operating,1954,0,1230,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
TYASA steel plant,TA 2000 S.A. de C.V.,Mexico,RoW,"18.869272, -97.047263",operating,1993,0,1650,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Lion Industries Amsteel II steel plant,"Lion Industries Corporation Berhad 99%, other 1%",Malaysia,RoW,"3.069682, 101.456474",operating,1978,0,1250,0,0,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Kinsteel steel plant,Kinsteel Berhad,Malaysia,RoW,"3.963409, 103.369489",operating,1991,0,8000,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
HIC-Nippon Perwaja Steel plant,"Heavy Industries Corporation, Nippon Steel Corporation",Malaysia,RoW,"4.264364, 103.461728",operating,1982,0,1300,0,0,1,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hong Leong Southern Steel plant,Hong Leong Group Malaysia,Malaysia,RoW,"5.346996, 100.406531",operating,1963,0,>0,0,0,0,0,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Hebei Xin Wu'an Steel Malaysia plant,"Metallurgical Corporation of China Ltd. 50%, Wu'an State-owned Assets Management Co., Ltd. 15.6%, other individual sharehAvg BF-BOF",Malaysia,RoW,"1.542637, 110.366834",proposed,,0,0,0,0,1,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Groot Suisse steel plant,Groot Group,Namibia,RoW,"-17.777380, 15.763281",construction,2022 (anticipated),0,0,0,1,0,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Premium Steel and Mines Limited plant,Premium Steel and Mines Limited (PSML),Nigeria,RoW,"5.480763, 5.769839",operating,1982,0,1300,1020,0,1,0,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Tata Steel IJmuiden steel plant,Tata Group,Netherlands,EU-27+UK,"52.484118, 4.615584",operating,1918,7500,0,0,1,1,0,1,Avg BF-BOF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Van Merksteijn International steel plant,Van Merksteijn International,Netherlands,EU-27+UK,"53.440581, 6.844773",proposed,,0,0,0,1,1,0,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Jindal Shadeed Iron & Steel plant,Jindal Group,Oman,RoW,"24.502551, 56.600739",operating,2010,0,1400,1500,1,1,1,0,DRI-EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Moon Iron & Steel Company plant,Government of Oman,Oman,RoW,"24.409437, 56.520134",operating,2012,0,1200,0,1,1,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Aceros Arequipa Pisco steel plant,Cilloniz Group,Peru,RoW,"-13.788622, -76.168172",operating,1996,0,1250,0,1,0,1,0,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
SteelAsia Concepcion plant,SteelAsia,Philippines,RoW,"15.325307, 120.655361",proposed,2021 (anticipated),0,0,0,1,0,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Philippine Iron and Steel plant,"SteelAsia, Hesteel Group Co. Ltd., Huili Investment Fund Management Co. Ltd.",Philippines,RoW,"8.586459, 124.789691",proposed,,0,0,0,0,0,1,0,Not operating,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
Al Tuwairqi Steel plant,Al Tuwairqi HAvg BF-BOF,Pakistan,RoW,"24.789621, 67.353238",operating,1977,0,1280,0,1,0,0,1,EAF,Global Steel Plant Tracker (by Global Energy Monitor),Archetype Matrix
